index,time,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14
16025,2016-02-20,1,0,3,1,1,3,1,1,3,3,1,1,0,3
16024,2016-02-19,0,0,1,3,3,3,3,3,3,3,1,1,0,1
16023,2016-02-15,0,0,3,0,1,0,0,3,0,3,3,3,1,1
16022,2016-02-14,0,1,1,0,1,0,0,3,1,1,3,3,1,0
16021,2016-02-14,3,1,3,0,1,3,0,3,3,0,1,1,3,1
16020,2016-02-06,3,1,3,3,3,1,0,3,0,3,3,1,0,1
16019,2016-02-04,3,1,3,3,1,3,3,3,0,1,0,3,3,3
16018,2016-02-03,1,3,0,0,3,0,3,1,0,3,0,3,1,3
16017,2016-02-01,1,3,3,1,1,3,1,3,0,3,3,3,3,0
16016,2016-01-31,3,3,1,0,1,3,3,0,0,3,3,3,0,0
16015,2016-01-31,3,3,0,1,3,3,1,1,0,1,1,*,3,0
16014,2016-01-25,0,0,3,0,1,3,3,0,0,1,3,1,1,1
16013,2016-01-24,0,3,0,1,3,1,1,0,3,0,1,1,0,0
16012,2016-01-24,0,3,3,3,0,1,3,1,1,0,1,1,3,*
16011,2016-01-21,0,3,1,3,0,1,0,0,3,0,0,3,1,3
16010,2016-01-18,0,1,1,1,1,3,0,3,3,0,3,3,0,3
16009,2016-01-17,3,1,3,3,3,1,1,3,3,3,3,1,1,0
16008,2016-01-16,0,3,3,3,0,0,3,3,1,1,1,0,0,3
16007,2016-01-14,0,1,1,3,3,0,0,1,3,3,0,3,0,3
16006,2016-01-13,0,3,1,1,0,0,1,3,3,1,3,3,0,3
16005,2016-01-11,1,0,0,0,0,0,0,0,3,1,3,0,1,1
16004,2016-01-10,3,0,1,3,3,3,3,3,3,3,1,1,0,0
16003,2016-01-07,1,0,0,3,1,3,3,0,1,1,3,0,3,1
16002,2016-01-05,0,1,1,3,0,1,0,1,0,0,0,1,1,1
16001,2016-01-03,3,1,3,3,3,3,0,3,0,3,1,1,3,3
15199,2015-12-31,1,0,0,1,3,1,3,3,0,0,3,3,3,0
15198,2015-12-29,0,3,3,1,0,1,3,3,3,0,3,3,3,1
15197,2015-12-27,1,1,1,3,3,3,3,0,3,3,3,3,3,3
15196,2015-12-21,1,3,3,1,0,0,3,0,0,3,0,3,0,3
15195,2015-12-20,3,0,0,0,0,0,1,3,0,0,3,0,3,0
15194,2015-12-19,3,0,0,3,3,3,3,3,0,1,0,1,0,3
15193,2015-12-18,1,0,0,0,3,3,3,3,0,1,3,3,3,3
15192,2015-12-16,3,3,3,3,1,1,0,0,0,3,1,1,3,3
15191,2015-12-14,1,0,3,3,1,3,3,1,3,1,3,3,1,1
15190,2015-12-14,3,0,1,3,3,0,3,1,3,1,3,3,*,0
15189,2015-12-12,1,3,0,0,1,1,3,3,1,3,1,0,0,0
15188,2015-12-11,1,1,1,1,0,3,1,1,0,1,3,3,3,1
15187,2015-12-10,3,3,3,3,0,3,3,1,1,0,0,3,3,0
15186,2015-12-07,3,1,0,3,0,0,3,0,1,3,3,1,3,1
15185,2015-12-06,1,1,3,3,0,1,0,1,0,3,0,3,0,1
15184,2015-12-05,3,3,1,0,0,0,3,1,0,0,1,0,1,3
15183,2015-12-04,3,0,3,3,0,0,0,0,0,1,3,3,3,3
15182,2015-12-02,0,3,1,1,1,1,1,1,1,3,3,1,3,3
15181,2015-11-30,1,3,1,3,1,0,0,3,0,3,0,3,0,0
15180,2015-11-29,1,0,3,3,3,1,3,3,0,3,1,3,3,1
15179,2015-11-28,1,0,3,0,0,1,3,3,1,3,0,3,3,1
15178,2015-11-27,1,3,0,1,0,0,3,0,0,3,3,0,3,3
15177,2015-11-26,1,3,3,3,0,0,0,3,0,1,3,3,3,0
15176,2015-11-23,3,3,3,1,0,0,3,1,3,3,1,3,0,1
15175,2015-11-22,3,3,0,0,1,3,0,0,0,3,1,3,0,3
15174,2015-11-21,3,3,1,3,1,3,3,3,0,1,1,3,0,3
15173,2015-11-18,3,0,*,*,3,1,3,3,0,3,3,0,1,1
15172,2015-11-18,3,3,0,3,3,3,3,1,0,3,3,3,3,1
15171,2015-11-14,3,3,3,3,3,3,0,3,3,3,1,1,0,1
15170,2015-11-09,1,0,3,0,3,0,1,3,3,3,0,3,3,3
15169,2015-11-08,3,3,3,0,1,3,3,1,3,0,1,1,3,0
15168,2015-11-07,0,0,3,1,3,0,0,1,3,3,0,3,0,3
15167,2015-11-06,1,1,0,0,3,3,0,3,3,0,0,3,1,3
15166,2015-11-05,1,3,3,3,3,1,0,3,3,3,3,3,3,0
15165,2015-11-02,3,3,3,0,3,1,1,1,0,1,3,0,3,0
15164,2015-11-01,1,3,1,0,3,0,1,1,0,1,0,3,3,3
15163,2015-10-31,1,0,1,3,1,0,3,3,3,0,0,1,3,3
15162,2015-10-29,3,0,1,0,0,3,3,3,3,1,3,0,3,3
15161,2015-10-26,0,1,1,3,3,3,3,3,0,3,0,3,3,1
15160,2015-10-25,0,3,0,0,3,3,3,0,0,0,3,0,0,1
15159,2015-10-24,0,3,3,3,3,3,0,3,0,1,0,1,3,0
15158,2015-10-23,3,1,0,3,3,1,0,3,3,1,0,0,3,3
15157,2015-10-22,0,1,3,1,3,3,0,1,1,3,3,3,1,3
15156,2015-10-19,3,0,3,3,3,3,1,3,3,1,0,3,1,1
15155,2015-10-18,3,0,0,3,1,3,0,0,3,1,3,0,3,1
15154,2015-10-17,0,3,3,3,1,0,1,1,1,0,0,3,0,3
15153,2015-10-14,3,3,1,0,3,0,0,3,3,0,3,3,3,0
15152,2015-10-13,0,1,3,0,3,0,3,3,3,3,0,0,0,0
15151,2015-10-11,0,3,3,3,0,0,0,0,0,3,0,0,3,3
15150,2015-10-09,3,1,0,0,3,3,3,3,1,3,3,1,0,3
15149,2015-10-05,3,1,0,3,3,0,3,3,1,1,0,3,1,3
15148,2015-10-04,1,0,3,0,1,0,3,3,3,1,3,3,0,3
15147,2015-10-03,0,3,1,0,1,3,1,3,3,3,3,3,3,1
15146,2015-10-02,0,3,0,1,3,3,0,1,1,1,1,3,1,0
15145,2015-10-01,3,3,0,3,0,0,3,0,3,3,0,0,3,0
15144,2015-09-28,0,1,1,0,0,1,0,3,1,3,3,1,3,0
15143,2015-09-27,0,3,3,3,3,1,1,0,1,0,0,0,0,3
15142,2015-09-26,1,0,0,1,3,3,3,1,0,3,3,1,0,3
15141,2015-09-24,3,1,3,3,1,3,1,3,3,0,3,0,0,3
15140,2015-09-23,0,3,3,3,1,1,0,1,0,3,3,0,1,3
15139,2015-09-21,1,0,3,1,1,3,3,0,0,3,0,3,3,0
15138,2015-09-20,3,0,0,1,1,0,1,3,0,0,3,3,1,0
15137,2015-09-19,3,1,1,1,3,1,3,3,3,1,1,0,3,1
15136,2015-09-18,1,3,3,3,3,0,1,1,0,0,1,3,0,3
15135,2015-09-17,3,3,1,3,0,3,1,0,1,3,1,0,1,0
15134,2015-09-16,1,1,3,3,3,0,3,3,0,3,0,3,3,0
15133,2015-09-14,3,0,3,1,3,3,3,1,1,3,1,1,0,3
15132,2015-09-13,3,0,3,3,1,3,0,1,0,3,3,3,0,0
15131,2015-09-12,0,0,3,1,1,1,1,3,0,1,0,0,0,0
15130,2015-09-12,0,0,1,0,*,3,0,1,3,3,3,0,0,0
15129,2015-09-07,0,3,1,1,3,1,3,0,3,0,0,3,1,1
15128,2015-09-06,3,3,0,1,1,3,3,3,3,0,3,3,3,3
15127,2015-09-04,3,0,3,1,3,1,3,0,1,3,0,3,0,3
15126,2015-08-31,3,3,3,3,0,3,3,1,0,1,3,0,0,1
15125,2015-08-30,1,1,0,0,3,0,1,0,3,1,0,3,3,3
15124,2015-08-29,3,3,1,3,3,3,0,3,0,0,3,1,3,0
15123,2015-08-28,1,3,1,3,3,0,1,3,0,3,3,3,3,3
15122,2015-08-27,0,3,1,0,3,1,3,1,3,1,3,0,3,3
15121,2015-08-24,0,0,3,0,0,3,3,3,3,0,1,0,1,3
15120,2015-08-23,3,1,1,1,0,1,1,0,0,1,3,3,3,1
15119,2015-08-22,1,0,1,0,0,0,3,1,1,3,0,1,3,3
15118,2015-08-21,3,0,3,3,3,3,1,1,3,3,0,3,1,3
15117,2015-08-20,3,3,3,3,3,3,3,1,0,0,1,1,1,3
15116,2015-08-17,0,3,3,0,1,3,3,3,3,0,3,1,3,3
15115,2015-08-16,0,3,1,1,0,3,0,0,1,0,3,1,0,3
15114,2015-08-15,0,3,3,0,0,1,1,0,1,3,3,1,3,1
15113,2015-08-13,3,1,0,0,0,0,3,0,3,3,1,3,3,0
15112,2015-08-10,0,1,0,0,3,1,1,1,3,0,3,3,0,0
15111,2015-08-10,0,1,3,0,1,3,3,0,0,3,0,1,*,3
15110,2015-08-08,0,3,3,1,0,3,0,1,1,3,3,1,3,3
15109,2015-08-07,1,1,1,3,3,0,3,0,0,3,3,0,3,0
15108,2015-08-06,0,1,0,3,3,1,0,3,3,3,3,0,3,3
15107,2015-08-03,3,3,0,3,3,0,3,1,0,3,1,1,3,1
15106,2015-08-02,1,3,1,3,0,1,0,1,0,1,1,1,0,1
15105,2015-08-02,3,0,0,1,0,3,*,3,3,3,1,3,0,3
15104,2015-07-30,1,0,0,0,1,3,0,1,1,1,1,3,0,1
15103,2015-07-30,3,1,0,3,3,1,*,0,3,3,1,0,1,3
15102,2015-07-26,3,3,1,3,0,0,0,3,1,0,0,3,3,0
15101,2015-07-24,0,3,1,0,3,3,3,3,0,0,3,0,1,3
15100,2015-07-23,0,3,3,3,1,0,3,3,0,0,3,1,0,0
15099,2015-07-20,1,1,0,0,0,1,3,3,1,3,3,0,1,1
15098,2015-07-19,0,0,3,1,0,3,3,3,1,3,1,0,3,3
15097,2015-07-17,3,3,0,1,0,1,3,3,3,1,3,0,0,0
15096,2015-07-16,0,1,0,0,3,3,0,1,1,3,3,1,3,1
15095,2015-07-13,3,1,0,3,3,0,1,0,3,0,3,0,3,1
15094,2015-07-12,0,0,0,1,3,0,1,3,1,3,3,3,3,3
15093,2015-07-10,1,3,3,3,3,3,3,3,1,1,0,1,3,0
15092,2015-07-09,1,3,3,1,3,3,0,3,0,0,1,3,1,1
15091,2015-07-06,1,1,3,3,1,0,3,1,1,0,1,0,0,0
15090,2015-07-05,1,1,1,3,3,1,3,0,1,3,3,3,1,1
15089,2015-07-03,3,3,3,1,3,0,0,1,3,3,0,1,1,1
15088,2015-06-29,1,3,3,1,1,3,0,1,3,3,3,0,3,3
15087,2015-06-22,1,0,1,3,0,1,3,1,3,0,3,3,0,1
15086,2015-06-15,3,3,0,1,0,0,3,0,3,0,3,1,3,3
15085,2015-06-14,3,3,1,0,0,0,3,1,3,3,1,0,3,0
15084,2015-06-13,1,1,0,3,0,3,0,0,3,3,1,0,1,3
15083,2015-06-08,1,0,3,3,1,3,0,1,3,3,3,3,1,0
15082,2015-06-07,3,0,0,3,1,1,0,0,0,0,3,1,3,3
15081,2015-06-05,3,3,1,1,0,1,1,3,3,0,3,0,3,3
15080,2015-06-01,3,3,0,3,3,0,1,3,3,1,3,0,0,1
15079,2015-05-31,3,0,1,0,0,0,1,3,1,0,3,0,3,0
15078,2015-05-25,3,3,0,1,3,3,0,3,3,3,3,0,1,0
15077,2015-05-24,1,3,0,3,3,3,3,0,3,3,0,0,3,3
15076,2015-05-23,3,3,0,3,3,3,3,0,3,3,3,3,3,0
15075,2015-05-18,1,0,0,1,3,3,0,3,3,3,3,0,0,3
15074,2015-05-17,1,3,1,3,0,0,3,0,3,1,3,3,3,0
15073,2015-05-16,3,1,0,3,3,1,3,1,1,1,1,3,3,1
15072,2015-05-11,1,0,3,0,0,1,0,0,0,3,1,0,3,3
15071,2015-05-10,3,0,3,1,3,0,3,3,3,0,1,3,3,1
15070,2015-05-09,1,0,0,0,0,3,3,0,1,0,0,3,1,1
15069,2015-05-07,1,3,3,3,3,3,3,0,3,3,0,3,3,0
15068,2015-05-04,3,0,0,0,3,1,0,1,3,0,3,0,0,3
15067,2015-05-03,3,3,3,3,3,0,1,3,0,1,1,3,3,0
15066,2015-05-02,3,1,3,0,3,3,1,0,0,3,0,1,0,3
15065,2015-04-30,0,0,1,3,0,3,1,1,0,3,3,0,3,0
15064,2015-04-29,1,0,3,1,3,0,3,1,1,3,3,3,3,1
15063,2015-04-27,3,1,1,3,0,3,3,3,1,3,3,3,0,3
15062,2015-04-26,0,0,0,1,1,1,3,1,3,3,0,1,3,3
15061,2015-04-25,3,3,3,0,0,1,3,0,3,0,3,3,0,3
15060,2015-04-23,3,3,3,3,3,0,0,1,3,0,3,3,1,3
15059,2015-04-20,0,3,1,1,1,0,1,3,1,1,1,0,3,1
15058,2015-04-19,0,3,3,3,3,3,3,1,0,0,3,3,3,0
15057,2015-04-18,1,3,3,1,1,3,0,3,3,3,3,3,1,3
15056,2015-04-16,1,3,3,0,1,3,3,0,3,3,3,1,0,0
15055,2015-04-13,3,3,3,1,3,1,3,3,0,3,1,0,3,3
15054,2015-04-12,3,0,0,0,1,0,3,3,1,0,3,0,1,3
15053,2015-04-11,0,1,1,0,1,3,3,0,0,3,0,0,1,0
15052,2015-04-09,3,1,1,3,1,3,3,3,3,0,1,3,1,0
15051,2015-04-07,3,3,1,0,3,3,3,0,3,3,1,1,0,3
15050,2015-04-06,1,3,1,3,3,3,3,1,1,3,0,3,0,0
15049,2015-04-05,3,3,3,3,0,3,3,1,3,0,3,1,0,3
15048,2015-04-04,3,0,3,3,0,0,1,1,0,1,0,3,1,1
15047,2015-04-01,1,0,3,1,1,3,1,0,3,1,1,3,3,0
15046,2015-03-30,1,3,1,0,3,0,1,0,3,3,3,1,1,3
15045,2015-03-30,0,3,1,3,1,3,0,3,3,3,3,0,0,*
15044,2015-03-23,0,0,0,1,0,0,0,3,1,3,1,0,3,3
15043,2015-03-22,0,0,3,0,3,3,1,0,3,1,3,0,3,3
15042,2015-03-21,0,3,1,1,0,3,0,1,1,3,3,3,3,1
15041,2015-03-20,3,1,3,0,3,1,0,3,3,3,0,0,3,0
15040,2015-03-18,1,0,3,3,0,3,0,1,0,1,3,1,0,3
15039,2015-03-16,3,1,3,3,3,1,3,1,0,3,3,3,3,1
15038,2015-03-15,3,1,0,3,3,3,0,1,3,0,1,1,0,0
15037,2015-03-14,3,0,3,3,3,3,3,3,3,0,0,0,1,0
15036,2015-03-13,3,0,1,3,3,3,3,3,1,0,3,3,3,3
15035,2015-03-09,3,0,1,1,1,1,3,1,3,3,1,3,0,0
15034,2015-03-08,0,3,3,1,0,0,1,3,1,0,3,3,3,3
15033,2015-03-07,0,1,0,0,1,3,0,0,1,3,3,3,1,0
15032,2015-03-05,0,0,3,0,3,3,3,3,0,3,0,1,0,0
15031,2015-03-04,3,1,3,3,3,3,3,3,0,3,1,0,0,3
15030,2015-03-04,3,3,0,3,*,1,0,0,3,0,1,1,0,1
15029,2015-03-01,0,3,3,3,3,3,3,1,3,3,3,0,1,3
15028,2015-02-28,3,3,3,1,3,0,3,3,3,1,3,3,1,0
15027,2015-02-27,3,3,3,0,3,3,0,0,3,3,0,0,1,3
15026,2015-02-25,1,1,1,0,1,3,1,0,0,1,3,3,0,1
15025,2015-02-16,0,0,1,0,1,3,0,3,1,3,3,3,0,1
15024,2015-02-16,0,3,3,3,3,3,0,3,3,3,1,0,*,1
15023,2015-02-14,3,0,0,3,1,1,3,0,3,1,1,1,1,1
15022,2015-02-12,3,3,0,3,3,1,3,0,1,3,1,0,3,1
15021,2015-02-12,1,1,3,1,0,3,0,3,1,3,3,0,0,1
15020,2015-02-08,0,0,1,0,1,1,1,0,0,0,3,3,3,3
15019,2015-02-07,3,3,0,1,3,1,1,0,1,1,3,1,3,0
15018,2015-02-05,3,1,1,1,1,0,0,0,0,1,0,3,3,3
15017,2015-02-02,0,3,3,3,3,0,3,1,3,3,3,3,3,3
15016,2015-02-01,0,3,3,3,3,0,1,3,3,0,3,0,1,1
15015,2015-02-01,3,1,0,3,0,1,1,3,0,*,3,1,1,1
15014,2015-01-26,0,0,3,3,1,1,1,3,3,0,1,0,1,3
15013,2015-01-26,3,3,0,0,3,3,3,0,3,3,3,1,0,1
15012,2015-01-25,3,0,3,1,0,3,3,1,0,1,0,3,1,0
15011,2015-01-22,3,1,3,3,1,1,1,3,3,3,3,3,1,3
15010,2015-01-19,3,0,0,0,0,0,1,1,3,3,0,3,3,3
15009,2015-01-18,0,0,0,0,0,3,0,1,1,0,3,3,0,1
15008,2015-01-17,0,1,3,1,3,1,3,0,3,1,3,3,3,3
15007,2015-01-16,0,3,0,0,3,3,0,3,3,3,0,1,3,1
15006,2015-01-12,3,0,3,1,1,3,3,3,0,0,3,1,3,1
15005,2015-01-11,3,3,1,3,1,3,3,1,1,3,1,1,3,3
15004,2015-01-10,1,3,3,3,1,0,3,3,3,0,1,1,1,0
15003,2015-01-07,1,0,1,3,0,1,0,1,3,1,3,0,1,3
15002,2015-01-05,0,0,3,3,3,1,3,0,3,3,0,3,0,3
15001,2015-01-04,1,3,1,3,1,1,3,1,3,3,3,1,0,3
14189,2014-12-29,1,1,0,1,1,3,0,3,1,0,3,0,3,3
14188,2014-12-27,0,0,0,0,3,0,3,0,3,3,0,1,0,0
14187,2014-12-22,1,0,0,1,1,1,3,1,1,0,1,0,3,0
14186,2014-12-21,1,0,3,3,3,3,1,3,1,1,3,3,1,1
14185,2014-12-20,0,0,3,3,0,3,1,0,1,0,3,3,3,3
14184,2014-12-18,1,3,1,0,0,3,0,1,3,0,1,3,3,1
14183,2014-12-15,3,0,1,1,1,0,0,0,3,1,0,1,3,3
14182,2014-12-14,3,3,1,0,1,3,3,0,0,3,1,1,1,1
14181,2014-12-13,3,1,0,1,0,3,3,0,1,0,1,3,0,3
14180,2014-12-12,0,3,3,3,0,3,1,3,0,0,0,3,0,0
14179,2014-12-11,1,3,1,3,3,1,1,0,0,3,3,0,3,1
14178,2014-12-08,3,3,3,3,3,0,3,0,3,3,1,1,0,3
14177,2014-12-07,1,1,3,3,1,3,0,3,0,1,0,3,0,0
14176,2014-12-06,3,0,0,1,1,3,0,1,0,1,3,0,3,0
14175,2014-12-04,3,3,1,0,0,1,0,3,3,1,0,0,0,1
14174,2014-12-03,1,0,3,3,0,0,0,1,3,1,3,1,0,3
14173,2014-12-01,0,3,3,3,0,3,1,3,0,3,3,3,0,0
14172,2014-11-30,1,3,3,3,1,3,1,3,3,3,0,3,3,0
14171,2014-11-29,0,0,1,1,3,3,0,3,0,1,1,1,3,1
14170,2014-11-28,3,1,3,3,0,1,0,1,1,3,0,1,1,3
14169,2014-11-27,1,0,3,0,3,0,3,0,3,0,0,1,0,3
14168,2014-11-24,3,0,3,0,1,0,0,1,1,1,3,1,3,3
14167,2014-11-23,3,3,1,3,3,0,0,0,3,3,1,0,1,0
14166,2014-11-22,3,3,1,3,0,1,3,3,1,3,3,3,0,0
14165,2014-11-19,3,0,3,0,0,3,0,3,1,3,3,0,0,3
14164,2014-11-17,3,1,3,0,3,3,3,1,1,1,0,0,0,3
14163,2014-11-16,0,3,0,3,3,3,0,3,1,3,0,3,3,1
14162,2014-11-10,1,0,3,3,3,3,3,1,0,3,1,1,1,3
14161,2014-11-09,3,3,3,1,1,1,0,3,3,0,3,0,1,3
14160,2014-11-08,0,1,3,0,1,3,3,0,3,1,3,3,0,3
14159,2014-11-07,3,0,3,0,3,0,1,3,3,3,3,3,1,3
14158,2014-11-06,0,3,0,3,3,3,1,3,3,0,1,3,0,3
14157,2014-11-03,0,3,3,0,3,1,1,3,0,0,0,3,3,3
14156,2014-11-02,3,3,1,0,0,1,0,3,3,0,3,3,0,3
14155,2014-11-01,3,0,1,1,0,1,3,0,3,3,3,3,3,0
14154,2014-10-30,1,0,0,0,3,3,3,3,1,1,3,3,3,3
14153,2014-10-27,1,0,0,3,0,3,3,0,3,3,1,0,3,1
14152,2014-10-26,1,3,0,1,3,0,0,3,3,3,3,3,3,1
14151,2014-10-25,0,3,0,0,3,0,3,3,1,0,3,3,1,3
14150,2014-10-24,0,3,1,1,3,0,3,3,3,0,3,0,1,1
14149,2014-10-23,3,3,3,0,1,3,0,0,3,3,0,1,3,3
14148,2014-10-22,1,0,0,3,3,3,0,3,3,3,0,1,3,1
14147,2014-10-20,3,1,3,3,1,3,0,3,1,0,3,3,1,3
14146,2014-10-19,1,0,0,3,3,3,3,3,3,0,0,1,3,1
14145,2014-10-18,3,1,1,3,0,0,3,1,3,1,1,1,0,0
14144,2014-10-15,0,3,1,1,3,3,0,3,1,1,0,0,*,0
14143,2014-10-13,3,0,3,1,0,0,0,3,3,3,3,3,3,0
14142,2014-10-12,3,0,3,0,1,0,3,0,3,1,1,3,1,1
14141,2014-10-10,0,3,3,3,3,1,0,1,0,0,0,3,3,1
14140,2014-10-06,3,3,3,1,0,3,3,1,3,3,3,0,3,3
14139,2014-10-05,3,1,3,3,1,0,1,0,3,3,1,3,3,0
14138,2014-10-04,3,3,1,3,1,3,1,3,3,1,1,3,1,0
14137,2014-10-03,1,0,1,1,0,3,3,1,3,1,3,1,3,3
14136,2014-10-02,0,1,3,1,0,3,1,1,3,3,0,3,3,0
14135,2014-09-29,3,3,0,1,1,1,0,0,0,1,1,1,1,3
14134,2014-09-28,3,3,0,3,3,1,1,0,3,1,0,3,3,0
14133,2014-09-27,1,3,3,3,0,3,3,3,3,1,0,3,3,1
14132,2014-09-25,3,1,3,3,3,0,0,3,3,1,0,3,0,1
14131,2014-09-24,1,3,1,0,1,3,1,3,3,3,3,3,1,3
14130,2014-09-22,0,1,3,1,3,3,1,0,3,0,1,3,0,0
14129,2014-09-21,0,1,1,0,3,3,1,1,3,0,3,0,0,1
14128,2014-09-20,1,3,3,0,0,1,3,3,3,3,3,3,1,0
14127,2014-09-19,1,1,3,1,1,0,3,0,3,3,1,3,0,3
14126,2014-09-18,3,3,1,3,1,1,1,3,3,3,1,0,3,1
14125,2014-09-17,3,3,3,3,3,0,3,1,0,0,0,0,0,1
14124,2014-09-15,3,0,3,1,0,0,3,3,0,3,3,1,3,0
14123,2014-09-14,3,1,3,0,1,0,0,3,3,0,1,1,3,0
14122,2014-09-13,1,3,3,1,1,3,3,3,3,1,3,1,1,1
14121,2014-09-11,0,3,3,0,0,3,0,1,3,3,3,3,3,0
14120,2014-09-09,0,0,3,3,0,0,0,0,3,1,1,3,1,0
14119,2014-09-05,3,3,0,0,3,0,3,3,3,3,3,3,3,3
14118,2014-09-01,1,1,3,1,3,1,0,3,1,1,0,1,3,1
14117,2014-08-31,0,1,3,3,0,0,3,0,0,1,1,1,0,3
14116,2014-08-30,0,0,1,1,3,3,1,0,0,1,0,1,1,1
14115,2014-08-29,3,0,1,1,3,3,3,3,0,0,3,3,3,3
14114,2014-08-28,1,0,1,3,3,3,3,0,3,3,3,3,3,3
14113,2014-08-25,1,3,1,1,1,3,3,3,0,1,0,0,3,0
14112,2014-08-24,3,0,1,3,1,1,3,3,1,3,0,3,1,3
14111,2014-08-23,3,1,3,3,3,1,3,1,1,0,1,1,3,0
14110,2014-08-22,1,0,3,3,3,3,3,1,1,3,1,3,0,0
14109,2014-08-21,1,0,1,0,1,0,3,3,3,1,3,3,0,3
14108,2014-08-20,1,0,3,1,3,0,1,3,0,3,1,0,0,1
14107,2014-08-18,0,3,3,1,0,3,3,3,1,3,0,1,0,3
14106,2014-08-17,1,0,0,1,0,3,3,1,1,3,3,0,3,1
14105,2014-08-16,0,1,3,1,1,3,1,3,0,0,0,0,3,3
14104,2014-08-15,3,3,1,0,3,1,0,3,3,3,3,3,3,0
14103,2014-08-11,3,3,0,3,1,0,1,3,3,3,0,3,3,0
14102,2014-08-10,0,3,0,3,3,1,3,0,0,3,0,3,1,1
14101,2014-08-09,1,0,3,1,1,1,1,1,3,3,3,0,3,3
14100,2014-08-08,1,0,0,0,1,0,1,3,3,3,3,3,0,1
14099,2014-08-07,3,0,1,1,3,3,3,1,3,3,3,3,0,1
14098,2014-08-04,3,1,3,3,3,3,1,0,3,1,3,3,3,3
14097,2014-08-03,3,3,3,1,1,1,1,1,3,0,1,0,1,1
14096,2014-08-01,1,3,1,3,0,0,3,0,1,1,3,3,3,0
14095,2014-07-31,3,3,3,1,3,3,1,1,0,0,1,1,3,3
14094,2014-07-28,1,3,3,0,3,3,0,0,3,3,3,0,0,3
14093,2014-07-27,1,1,0,3,0,3,1,3,3,3,3,3,1,0
14092,2014-07-25,0,0,0,1,1,3,0,0,0,1,1,1,3,1
14091,2014-07-24,3,1,1,1,0,0,3,3,3,0,3,3,3,0
14090,2014-07-21,3,3,3,3,1,3,3,1,1,3,0,1,3,1
14089,2014-07-20,1,1,3,1,1,1,0,3,0,3,1,1,0,0
14088,2014-07-18,1,3,3,1,1,3,1,0,0,0,0,1,0,1
14087,2014-07-17,1,1,1,0,1,3,3,3,0,0,3,1,0,1
14086,2014-07-14,0,1,1,3,3,1,1,1,3,1,0,0,3,1
14085,2014-07-08,1,3,3,1,1,3,0,1,3,3,3,0,0,3
14084,2014-07-06,0,3,3,1,0,3,3,0,0,1,1,0,0,0
14083,2014-07-02,1,3,3,1,3,1,1,1,3,0,0,1,3,3
14082,2014-06-27,3,0,0,0,1,0,3,0,0,1,3,0,0,1
14081,2014-06-23,1,0,0,0,3,3,1,0,0,0,3,1,3,1
14080,2014-06-17,3,3,0,3,3,0,0,3,3,3,3,3,1,0
14079,2014-06-08,3,3,3,1,0,3,3,1,3,3,3,3,0,3
14078,2014-06-04,3,1,0,1,0,3,3,1,3,3,0,1,1,3
14077,2014-06-01,3,3,1,3,3,3,3,1,1,1,3,3,1,3
14076,2014-05-29,3,0,3,3,3,1,3,3,3,0,3,1,1,1
14075,2014-05-26,1,0,3,0,0,1,1,1,3,0,0,0,1,3
14074,2014-05-22,3,1,1,3,3,1,3,3,3,1,1,3,3,1
14073,2014-05-19,3,1,3,3,3,3,3,3,3,3,1,0,0,3
14072,2014-05-18,1,1,1,3,1,3,1,3,0,0,3,0,3,3
14071,2014-05-17,3,1,0,3,1,3,1,1,0,0,0,3,1,0
14070,2014-05-12,0,0,3,3,0,1,3,0,0,0,0,1,0,3
14069,2014-05-11,3,3,3,3,3,3,0,3,3,1,3,0,0,0
14068,2014-05-08,0,0,0,3,0,3,0,1,3,3,3,0,3,1
14067,2014-05-05,1,0,3,3,1,3,3,3,1,1,3,1,3,0
14066,2014-05-04,3,0,3,3,0,0,3,0,0,0,3,0,0,0
14065,2014-05-03,3,1,0,3,3,3,1,1,0,3,0,3,3,0
14064,2014-05-01,3,0,3,1,1,3,0,1,1,3,0,0,0,3
14063,2014-04-28,0,0,3,0,3,3,3,0,1,3,0,0,3,3
14062,2014-04-27,1,0,3,3,3,3,3,3,1,1,1,0,3,0
14061,2014-04-26,1,1,0,0,3,1,1,1,3,1,1,3,0,0
14060,2014-04-25,1,3,3,3,1,0,0,3,0,0,1,3,3,3
14059,2014-04-21,3,0,3,0,3,3,3,*,0,0,3,1,3,1
14058,2014-04-20,1,1,0,0,0,3,0,1,3,3,0,3,3,0
14057,2014-04-19,1,0,3,3,3,0,3,1,1,3,3,1,0,1
14056,2014-04-17,1,0,3,3,0,0,3,1,3,0,1,3,3,0
14055,2014-04-14,0,3,3,0,3,0,3,0,3,0,3,1,1,3
14054,2014-04-13,3,3,0,3,0,1,1,3,3,3,3,0,1,3
14053,2014-04-12,3,0,0,0,1,0,0,1,0,0,3,3,3,0
14052,2014-04-11,3,3,3,3,3,3,3,3,3,0,3,0,3,0
14051,2014-04-07,3,0,3,1,0,0,0,3,3,3,3,1,0,3
14050,2014-04-06,0,0,3,0,0,3,0,3,3,3,1,3,0,1
14049,2014-04-05,3,1,0,3,0,3,3,3,3,1,0,0,1,3
14048,2014-04-04,3,1,3,3,1,0,1,1,3,3,0,3,3,0
14047,2014-03-31,3,0,3,0,3,3,3,1,3,1,0,1,3,0
